LocID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
385,cabra,40,ES,1539277200,50,37.47,-4.43,77.0,12.75
386,belaya kholunitsa,8,RU,1539278991,74,58.84,50.85,36.12,15.46
387,acapulco,20,MX,1539276300,74,16.86,-99.88,84.2,6.93
388,nkhata bay,68,MW,1539278991,73,-11.61,34.3,73.2,5.73
389,vieques,40,PR,1539276960,72,18.43,-65.83,86.0,11.41
390,amahai,76,ID,1539278991,100,-3.31,129.0,81.57,5.06
391,youhao,0,CN,1539278992,69,47.86,128.84,21.18,2.15
392,pacifica,75,US,1539277740,69,37.61,-122.49,62.96,1.7
393,taltal,0,CL,1539278992,74,-25.41,-70.49,65.19,3.71
394,cayenne,20,GF,1539277200,55,4.94,-52.33,91.4,12.75
395,benghazi,44,LY,1539278992,100,32.12,20.07,73.29,20.27
396,richards bay,12,ZA,1539278992,55,-28.77,32.06,79.32,8.52
397,beringovskiy,92,RU,1539278993,100,63.05,179.32,41.16,22.17
398,mecca,0,SA,1539278699,42,21.43,39.83,76.89,4.05
399,taoudenni,88,ML,1539278993,16,22.68,-3.98,95.79,4.05
400,esmeraldas,20,BR,1539277200,33,-19.76,-44.31,87.8,12.75
401,killybegs,0,IE,1539278994,98,54.63,-8.45,52.59,12.77
402,huarmey,8,PE,1539278994,54,-10.07,-78.15,73.29,4.05
403,makakilo city,90,US,1539277020,78,21.35,-158.09,77.0,5.82
404,pasan,64,IN,1539278994,95,22.84,82.2,69.24,7.52
405,waddan,12,LY,1539278994,34,29.16,16.14,77.61,9.08
406,ust-ilimsk,92,RU,1539278994,66,57.96,102.73,39.27,6.4
407,tandur,8,IN,1539278995,85,19.18,79.43,73.02,5.73
408,shakawe,0,BW,1539278995,17,-18.36,21.84,78.69,8.41
409,kasamwa,40,TZ,1539277200,83,-2.84,32.42,73.4,12.75
410,atasu,0,KZ,1539278808,60,48.68,71.64,41.97,12.44
411,esso,64,RU,1539278996,81,55.93,158.7,23.43,2.04
412,voyinka,0,UA,1539278996,85,45.87,33.99,53.31,5.17
413,victor harbor,0,AU,1539277200,48,-35.55,138.62,60.8,8.05
414,bloomingdale,75,US,1539278100,57,41.96,-88.08,50.0,14.99
415,nalvo,0,PH,1539278996,95,16.81,120.51,66.09,2.93
416,valea dragului,0,RO,1539277200,51,44.21,26.3,59.0,3.36
417,lompoc,90,US,1539276960,72,34.64,-120.46,64.04,8.08
418,gat,0,SN,1539278997,35,14.69,-16.54,97.68,7.18
419,newport,90,GB,1539276600,87,51.59,-3.0,64.4,3.36
420,huron,90,US,1539276900,17,44.36,-98.21,35.06,13.87
421,samoded,0,RU,1539278997,79,63.61,40.52,36.39,7.96
422,nioki,68,CD,1539278998,97,-2.72,17.69,73.38,2.04
423,bossangoa,32,CF,1539278998,71,6.5,17.45,78.06,3.71
424,muisne,88,EC,1539278998,75,0.61,-80.02,79.86,6.73
425,svay rieng,68,KH,1539278998,96,11.08,105.8,75.18,4.38
426,aitape,8,PG,1539278998,96,-3.15,142.36,81.12,8.75
427,hazorasp,0,UZ,1539275400,71,41.32,61.08,50.0,2.71
428,port macquarie,90,AU,1539277200,82,-31.43,152.91,55.4,6.93
429,fasa,40,IR,1539277200,25,28.94,53.65,75.2,4.7
430,ucluelet,20,CA,1539277200,93,48.94,-125.55,51.8,3.36
431,dingle,56,PH,1539279000,92,11.0,122.67,77.16,6.4
432,knysna,20,ZA,1539277200,72,-34.04,23.05,60.8,5.82
433,rorvik,0,NO,1539276600,71,64.86,11.24,55.4,8.05
434,whitehorse,75,CA,1539277200,87,60.72,-135.06,32.0,8.05
435,kyren,88,RU,1539279001,99,51.68,102.13,32.88,2.04
436,senno,0,RU,1539273600,87,57.76,27.95,51.8,4.47
437,kilindoni,92,TZ,1539278783,100,-7.91,39.67,79.32,14.56
438,yining,12,CN,1539279001,84,29.04,114.56,40.08,2.48
439,georgiyevka,0,RU,1539279001,65,52.25,40.45,46.74,9.75
440,srebrenica,0,BA,1539277200,62,44.11,19.3,59.0,3.36
441,nikki,68,BJ,1539279003,69,9.94,3.21,81.48,3.6
442,karaton,20,ID,1539277200,69,-6.34,106.1,82.4,2.24
443,kulhudhuffushi,80,MV,1539279013,98,6.62,73.07,83.46,11.65
444,alibag,20,IN,1539277200,74,18.64,72.88,86.0,3.36
445,great falls,90,US,1539277260,84,47.5,-111.29,33.08,4.5
446,alexandria,1,US,1539278100,49,31.31,-92.44,72.32,6.93
447,kondinskoye,92,RU,1539279016,100,59.65,67.41,36.21,7.63
448,brownwood,40,US,1539276900,59,31.71,-98.99,66.2,9.17
449,iskateley,76,RU,1539278836,93,67.68,53.15,36.48,20.71
450,yerbogachen,80,RU,1539278970,72,61.28,108.01,38.91,7.52
451,deep river,40,CA,1539277380,93,46.1,-77.49,59.0,6.93
452,saurimo,32,AO,1539279019,58,-9.66,20.4,75.45,6.06
453,dicabisagan,92,PH,1539279019,100,17.08,122.42,75.81,5.95
454,mathathane,0,BW,1539279019,40,-22.27,28.75,74.55,6.17
455,julio de castilhos,75,BR,1539277200,56,-29.23,-53.68,71.6,19.46
456,atambua,0,ID,1539279021,100,-9.11,124.89,71.76,4.38
457,fortuna,0,ES,1539277200,69,38.18,-1.13,75.2,4.7
458,neftcala,80,AZ,1539279021,98,39.37,49.25,63.84,4.61
459,harsin,20,IR,1539275400,16,34.27,47.59,73.4,9.17
460,altamira,64,BR,1539278941,63,-3.2,-52.21,89.49,4.16
461,high level,90,CA,1539277200,86,58.52,-117.13,28.4,9.17
462,delmenhorst,0,DE,1539276600,63,53.05,8.63,66.2,4.7
463,barranca,20,PE,1539279024,100,-10.75,-77.76,62.94,6.62
464,usvyaty,0,RU,1539279024,85,55.75,30.75,40.35,3.6
465,brae,75,GB,1539276600,93,60.4,-1.35,55.4,25.28
466,alice springs,0,AU,1539277200,88,-23.7,133.88,62.6,8.05
467,mackay,75,CA,1539277200,67,53.65,-115.58,32.0,5.82
468,rawson,0,AR,1539279025,29,-43.3,-65.11,68.97,15.79
469,sabang,8,PH,1539279025,99,13.72,123.58,77.52,5.61
470,kalabo,0,ZM,1539279025,22,-15.0,22.67,73.56,6.73
471,bafoulabe,0,ML,1539279025,71,13.81,-10.83,89.49,2.37
472,dingzhou,32,CN,1539277200,75,38.51,115.0,42.8,2.24
473,ormara,0,PK,1539279026,87,25.21,64.64,76.26,4.38
474,liverpool,75,GB,1539276600,93,53.41,-2.98,64.4,9.17
475,beawar,24,IN,1539279026,41,26.1,74.31,74.64,8.08
476,dorogobuzh,0,RU,1539279026,83,54.91,33.3,41.16,5.17
477,gushikawa,90,JP,1539277200,86,26.35,127.87,69.8,8.05
478,djambala,56,CG,1539279027,68,-2.55,14.76,79.32,5.17
479,lalibela,0,ET,1539279027,57,12.04,39.05,47.82,2.04
480,yar-sale,92,RU,1539279027,100,66.83,70.83,32.79,10.09
481,chimbote,12,PE,1539279027,79,-9.08,-78.59,67.98,6.06
482,pueblo,90,US,1539277500,92,38.25,-104.61,42.8,4.7
483,nara,90,JP,1539275400,77,34.68,135.8,64.4,20.8
484,batticaloa,56,LK,1539278733,100,7.71,81.69,75.09,4.38
485,karasburg,0,NA,1539279028,26,-28.01,18.75,72.66,12.44
486,nishihara,90,JP,1539277200,98,35.74,139.53,69.8,4.7
487,mayo,90,CA,1539277200,100,63.59,-135.9,28.4,3.49
488,dakar,0,SN,1539277200,79,14.69,-17.45,86.0,13.87
489,santo antonio do monte,80,BR,1539279029,32,-20.09,-45.29,91.29,5.95
490,zhigansk,88,RU,1539279028,92,66.77,123.37,30.0,5.39
491,bontang,88,ID,1539279029,100,0.12,117.47,77.34,2.37
492,tessalit,0,ML,1539279030,18,20.2,1.01,86.16,6.4
493,malko tarnovo,40,TR,1539277200,77,41.98,27.52,60.8,3.36
494,quime,92,BO,1539279030,88,-16.98,-67.22,53.85,1.92
495,gizo,75,IL,1539276600,61,31.8,34.94,78.8,9.17
496,lasa,20,CY,1539277200,60,34.92,32.53,75.2,4.7
497,inuvik,20,CA,1539277200,85,68.36,-133.71,21.2,9.17
498,mascote,0,BR,1539273600,62,-15.56,-39.3,84.2,8.05
499,saint-pierre,0,FR,1539277200,72,48.95,4.24,71.6,12.75
500,ruwi,0,OM,1539276600,62,23.6,58.55,84.2,1.12
501,yenagoa,88,NG,1539279032,90,4.92,6.26,75.72,7.63
502,mahon,20,IE,1539277200,76,51.89,-8.4,53.6,12.75
503,griffith,0,AU,1539279032,84,-34.29,146.06,49.71,12.1
504,atherton,92,GB,1539276600,68,53.52,-2.49,64.4,8.05
505,pryluky,0,UA,1539279032,90,50.6,32.39,50.88,8.63
506,ust-tsilma,80,RU,1539278743,96,65.44,52.15,34.59,7.52
507,omboue,88,GA,1539279033,100,-1.57,9.26,78.78,9.42
508,erzin,40,TR,1539276600,47,36.95,36.2,78.8,4.7
509,broome,0,GB,1539276960,77,52.47,1.45,69.44,12.75
510,zhezkazgan,75,KZ,1539273600,39,47.8,67.71,48.2,8.95
511,havoysund,75,NO,1539276600,75,71.0,24.66,42.8,6.93
512,augusto correa,0,BR,1539279034,54,-1.02,-46.63,91.11,10.42
513,chipiona,0,PE,1539278811,30,-14.54,-75.2,71.04,3.04
514,ajdabiya,0,LY,1539279034,53,30.75,20.22,73.65,8.19
515,usoke,40,TZ,1539277200,30,-5.09,32.32,84.2,5.82
516,bosaso,0,SO,1539279034,94,11.28,49.18,83.91,7.74
517,sola,0,NO,1539276600,63,58.89,5.65,62.6,18.34
518,chifeng,0,CN,1539279035,70,42.27,118.96,24.69,2.48
519,aksay,0,RU,1539279035,50,47.27,39.86,57.54,10.42
520,ulaangom,8,MN,1539279029,77,49.98,92.07,22.53,1.59
521,bud,0,NO,1539276600,81,62.91,6.91,62.6,6.93
522,coatesville,75,US,1539276900,88,39.98,-75.82,82.04,4.7
523,dongsheng,56,CN,1539279035,59,29.72,112.52,56.01,7.18
524,lincoln,75,GB,1539276600,63,53.23,-0.54,69.8,23.04
525,eureka,90,US,1539276900,100,40.8,-124.16,53.6,4.7
526,grand gaube,40,MU,1539277200,64,-20.01,57.66,73.4,17.22
527,road town,40,VG,1539277200,74,18.42,-64.62,84.2,10.29
528,oakland,75,US,1539277740,69,37.8,-122.27,63.5,1.7
529,puerto leguizamo,68,CO,1539279037,81,-0.19,-74.78,81.84,3.38
530,panjab,0,AF,1539279037,76,34.38,67.02,16.41,1.14
531,zanesville,75,US,1539276960,69,39.94,-82.01,62.06,10.29
